"timestamp","name","type","value","date"
"2019-08-24 10:50:22.000","ittools01-dmz1.prod.uber.com","a","97.64.98.164","201908"
"2019-08-24 06:50:21.000","csp.uber.com","cname","frontends.uber.com","201908"
"2019-08-24 04:01:34.000","amp.uber.com","cname","frontends.uber.com","201908"
"2019-08-24 11:30:46.000","lert.uber.com","cname","lert.uber.com.00d36000000j7x3eaa.live.siteforce.com","201908"
"2019-08-24 07:07:42.000","devbuilds.uber.com","cname","d2zyjz862hmi9o.cloudfront.net","201908"
"2019-08-24 07:09:06.000","developer.uber.com","cname","frontends.uber.com","201908"
"2019-08-24 07:08:50.000","developers.uber.com","cname","frontends.uber.com","201908"
"2019-08-24 06:04:20.000","cn-dc1.uber.com","a","104.36.196.154","201908"
"2019-08-24 06:07:44.000","cn-dc1.uber.com","a","104.36.196.158","201908"
"2019-08-24 06:07:44.000","cn-dc1.uber.com","a","104.36.196.166","201908"
"2019-08-24 06:07:44.000","cn-dc1.uber.com","a","104.36.196.175","201908"
"2019-08-24 06:07:44.000","cn-dc1.uber.com","a","104.36.196.197","201908"
"2019-08-24 06:04:20.000","cn-dc1.uber.com","a","104.36.196.198","201908"
"2019-08-24 06:04:20.000","cn-dc1.uber.com","a","104.36.196.204","201908"
"2019-08-24 06:04:20.000","cn-dc1.uber.com","a","104.36.196.205","201908"
"2019-08-24 06:04:20.000","cn-dc1.uber.com","a","104.36.196.209","201908"
"2019-08-24 06:07:44.000","cn-dc1.uber.com","a","104.36.196.213","201908"
"2019-08-24 06:06:41.000","cn-dca1.cfe.uber.com","a","35.201.81.34","201908"
"2019-08-24 06:06:41.000","cn-dca1.cfe.uber.com","a","35.227.224.91","201908"
"2019-08-24 06:05:52.000","cn-dca1.uber.com","a","104.36.194.133","201908"
"2019-08-24 06:05:52.000","cn-dca1.uber.com","a","104.36.194.143","201908"
"2019-08-24 06:05:52.000","cn-dca1.uber.com","a","104.36.194.151","201908"
"2019-08-24 06:05:52.000","cn-dca1.uber.com","a","104.36.194.241","201908"
"2019-08-24 06:05:52.000","cn-dca1.uber.com","a","104.36.195.238","201908"
"2019-08-24 06:05:31.000","cn-geo1.uber.com","cname","cn.cfe.uber.com","201908"
"2019-08-24 06:05:20.000","cn-phx2.cfe.uber.com","a","35.201.81.34","201908"
"2019-08-24 06:05:20.000","cn-phx2.cfe.uber.com","a","35.227.224.91","201908"
"2019-08-24 06:06:01.000","cn-sjc1.cfe.uber.com","cname","cn.cfe.uber.com","201908"
"2019-08-24 06:04:20.000","cn-sjc1.uber.com","cname","cn-dc1.uber.com","201908"
"2019-08-24 06:04:02.000","cn-slow1.uber.com","cname","cn-slow1-430152389.us-west-2.elb.amazonaws.com","201908"
"2019-08-24 06:04:56.000","cn-slow2.uber.com","cname","cn-slow2-630950453.us-west-2.elb.amazonaws.com","201908"
"2019-08-24 06:04:27.000","cn.cfe.uber.com","a","35.201.81.34","201908"
"2019-08-24 06:04:27.000","cn.cfe.uber.com","a","35.227.224.91","201908"
"2019-08-24 08:25:52.000","escuela.uber.com","cname","frontends.uber.com","201908"
